"","Week","No_Dep","Mild_Dep","Moderate_Dep","Severe_Dep","All_Dep","Mean_DScore","Treatment","Talk","Prob_of_Talking","Prob_of_Treatment","Mean_DScore_Male","Mean_DScore_Female","NoDep_Male","Mild_Male","Moderate_Male","Severe_Male","AllDep_Male","NoDep_Female","Mild_Female","Moderate_Female","Severe_Female","AllDep_Female","Count_Male","Count_Female","Male_Treatment","Male_Talks","Female_Treatment","Female_Talks","Environment"
"314",103,944.66,32.5,13.92,8.92,55.34,8.65129958796,187,151.02,17.8436784728,23.7766136094,10.1483530063,7.16804742818,458.28,22.82,10.06,6.76,39.64,486.38,9.68,3.86,2.16,15.7,497.92,502.08,16.6,19.04,170.4,131.98,30
"315",104,944.44,32.7,13.94,8.92,55.56,8.65794853292,190.24,151.02,18.3766326496,24.4735253866,10.18371943886,7.14618683922,457.9,23.16,10.1,6.76,40.02,486.54,9.54,3.84,2.16,15.54,497.92,502.08,17.6,18.84,172.64,132.18,30
"316",0,939.68,29.9,14.66,15.76,60.32,7.23548,96.06,105.86,10.00192653302,9.03611686448,6.4143389014,8.0631295803,480.9,11.8,5.16,3.98,20.94,458.78,18.1,9.5,11.78,39.38,501.84,498.16,30.44,46.88,65.62,58.98,40
"317",1,940.78,29.44,14.2,15.58,59.22,7.24747168172,95.48,101.52,10.01825723946,9.07071359246,6.43940019368,8.06188031506,481.14,11.7,5.08,3.92,20.7,459.64,17.74,9.12,11.66,38.52,501.84,498.16,30.82,44.94,64.66,56.58,40
"318",2,941.56,29.14,13.9,15.4,58.44,7.26166103266,93.4,102,10.03853567408,9.1086253926,6.47932577668,8.05021801186,481.04,11.76,5.1,3.94,20.8,460.52,17.38,8.8,11.46,37.64,501.84,498.16,29.78,44.46,63.62,57.54,40
"319",3,942.42,28.66,13.62,15.3,57.58,7.28285579536,97.18,105.36,10.05913292476,9.1482796456,6.51782347116,8.05397946132,480.96,11.74,5.22,3.92,20.88,461.46,16.92,8.4,11.38,36.7,501.84,498.16,30.64,44.74,66.54,60.62,40
"320",4,943.62,28,13.26,15.12,56.38,7.2954936763,96.92,105.92,10.07954503202,9.18467755212,6.54858866006,8.04839071772,481.28,11.46,5.2,3.9,20.56,462.34,16.54,8.06,11.22,35.82,501.84,498.16,31.12,43.44,65.8,62.48,40
"321",5,944.32,27.84,12.9,14.94,55.68,7.31317057124,97.76,107.96,10.1033725445,9.22010303938,6.58216412218,8.04985262052,481.3,11.52,5.08,3.94,20.54,463.02,16.32,7.82,11,35.14,501.84,498.16,30.64,45.4,67.12,62.56,40
"322",6,944.94,27.52,12.7,14.84,55.06,7.3241811811,97.78,108.52,10.12662828692,9.26066888408,6.61104499052,8.042667362,481.28,11.56,5.1,3.9,20.56,463.66,15.96,7.6,10.94,34.5,501.84,498.16,30.56,45.2,67.22,63.32,40
"323",7,945.64,27.4,12.4,14.56,54.36,7.33869650226,98.18,107.4,10.15374094024,9.30595534338,6.6419667291,8.04089047062,481.36,11.48,5.1,3.9,20.48,464.28,15.92,7.3,10.66,33.88,501.84,498.16,29.48,44.58,68.7,62.82,40
"324",8,946.28,26.96,12.28,14.48,53.72,7.35576077358,97.7,109,10.18243202116,9.3503585816,6.6792066592,8.0375854022,481.3,11.42,5.16,3.96,20.54,464.98,15.54,7.12,10.52,33.18,501.84,498.16,28.4,45.18,69.3,63.82,40
"325",9,946.9,26.76,12.28,14.06,53.1,7.369753203,96.32,107.18,10.21343343384,9.39820370822,6.71029524498,8.03445826498,481.46,11.42,5.12,3.84,20.38,465.44,15.34,7.16,10.22,32.72,501.84,498.16,28.3,42.4,68.02,64.78,40
"326",10,947.24,26.64,12.1,14.02,52.76,7.38752381242,97.22,108.1,10.24226427696,9.44329503796,6.74423030828,8.03586355898,481.42,11.42,5.14,3.86,20.42,465.82,15.22,6.96,10.16,32.34,501.84,498.16,27.72,43.88,69.5,64.22,40
"327",11,947.9,26.44,11.76,13.9,52.1,7.40285485338,98.46,107.56,10.27830604152,9.49224307598,6.77581898696,8.03478942872,481.54,11.4,5.02,3.88,20.3,466.36,15.04,6.74,10.02,31.8,501.84,498.16,28.56,43.28,69.9,64.28,40
"328",12,948.7,26.22,11.5,13.58,51.3,7.41377289296,100.2,105.6,10.31273535042,9.53924500108,6.80405323098,8.02822574112,481.7,11.38,4.9,3.86,20.14,467,14.84,6.6,9.72,31.16,501.84,498.16,27.52,40,72.68,65.6,40
"329",13,948.76,26.32,11.4,13.52,51.24,7.43213265946,101.32,107.46,10.3442435391,9.58812143558,6.83952563158,8.02925241804,481.56,11.5,4.86,3.92,20.28,467.2,14.82,6.54,9.6,30.96,501.84,498.16,29.24,42,72.08,65.46,40
"330",14,949.6,25.98,11.2,13.22,50.4,7.4498873655,101.18,108.96,10.3839115972,9.64192229274,6.8736513893,8.03055567338,481.7,11.46,4.74,3.94,20.14,467.9,14.52,6.46,9.28,30.26,501.84,498.16,28.02,41.68,73.16,67.28,40
"331",15,949.94,25.8,11.16,13.1,50.06,7.4690462241,102.58,110.04,10.4228154716,9.69603426304,6.90845781108,8.03406286002,481.62,11.58,4.7,3.94,20.22,468.32,14.22,6.46,9.16,29.84,501.84,498.16,28.52,41.06,74.06,68.98,40
"332",16,950.4,25.72,11.04,12.84,49.6,7.48711089124,102.9,107.18,10.4651159864,9.75452804064,6.93965898514,8.0388200353,481.66,11.52,4.76,3.9,20.18,468.74,14.2,6.28,8.94,29.42,501.84,498.16,27.4,39.42,75.5,67.76,40
"333",17,950.66,25.88,10.86,12.6,49.34,7.5027754492,103.68,114.24,10.5029760864,9.81282223872,6.97440589138,8.03522824998,481.5,11.76,4.74,3.84,20.34,469.16,14.12,6.12,8.76,29,501.84,498.16,26.9,41.52,76.78,72.72,40
"334",18,950.9,25.72,10.84,12.54,49.1,7.52327143054,101.72,110.2,10.5409754428,9.86955162808,7.01233345656,8.0380991309,481.5,11.62,4.86,3.86,20.34,469.4,14.1,5.98,8.68,28.76,501.84,498.16,26.44,39.92,75.28,70.28,40
"335",19,950.86,25.72,10.86,12.56,49.14,7.54559452158,103.14,109.52,10.585744769,9.92882762478,7.04848224656,8.04631867516,481.5,11.54,4.9,3.9,20.34,469.36,14.18,5.96,8.66,28.8,501.84,498.16,26.16,38.5,76.98,71.02,40
"336",20,951.26,25.68,10.68,12.38,48.74,7.55971381478,103.92,112.18,10.627751421,9.98507398442,7.08150749028,8.04139832358,481.5,11.64,4.9,3.8,20.34,469.76,14.04,5.78,8.58,28.4,501.84,498.16,26.88,40.26,77.04,71.92,40
"337",21,951.44,25.76,10.56,12.24,48.56,7.5751964791,106.54,112.58,10.671893924,10.04522055694,7.11692188766,8.03705923378,481.34,11.84,4.88,3.78,20.5,470.1,13.92,5.68,8.46,28.06,501.84,498.16,26.34,39.74,80.2,72.84,40
"338",22,951.76,25.82,10.34,12.08,48.24,7.587762114,106.46,113.1,10.7204339396,10.10701613834,7.15208555926,8.02682175794,481.2,11.94,4.92,3.78,20.64,470.56,13.88,5.42,8.3,27.6,501.84,498.16,26.08,39,80.38,74.1,40
"339",23,952,25.72,10.28,12,48,7.60499984496,105.72,113.02,10.7707909188,10.17222080486,7.18840467296,8.02478376372,481.14,11.98,4.92,3.8,20.7,470.86,13.74,5.36,8.2,27.3,501.84,498.16,27.24,38.6,78.48,74.42,40
"340",24,952.32,25.78,10,11.9,47.68,7.6234039841,107.5,112,10.8189232366,10.23564000766,7.22249791316,8.02736000002,481.02,12.1,4.92,3.8,20.82,471.3,13.68,5.08,8.1,26.86,501.84,498.16,26.8,39.22,80.7,72.78,40
"341",25,952.8,25.64,9.94,11.62,47.2,7.63876905666,107.32,113,10.870685811,10.3026558851,7.25924270616,8.02107858746,480.98,12.1,5,3.76,20.86,471.82,13.54,4.94,7.86,26.34,501.84,498.16,25.8,37.62,81.52,75.38,40
"342",26,952.96,25.7,9.84,11.5,47.04,7.65899131246,109.14,113.28,10.9289497122,10.37378062154,7.30416223706,8.01648201786,480.84,12.08,5.12,3.8,21,472.12,13.62,4.72,7.7,26.04,501.84,498.16,24.46,37.78,84.68,75.5,40
"343",27,952.92,26.14,9.7,11.24,47.08,7.6731089491,109.3,113.56,10.9838218224,10.44621013136,7.33906873938,8.00944104914,480.7,12.28,5.08,3.78,21.14,472.22,13.86,4.62,7.46,25.94,501.84,498.16,24.8,35.88,84.5,77.68,40
"344",28,953.22,25.98,9.56,11.24,46.78,7.68703614678,109.3,116,11.0496019662,10.52694161518,7.37485968516,8.00093737998,480.76,12.14,5.06,3.88,21.08,472.46,13.84,4.5,7.36,25.7,501.84,498.16,24.92,36.76,84.38,79.24,40
"345",29,953.32,26.06,9.56,11.06,46.68,7.70082267548,108.82,116.56,11.110140572,10.6096717028,7.40960091928,7.9935581904,480.54,12.32,5.08,3.9,21.3,472.78,13.74,4.48,7.16,25.38,501.84,498.16,24.16,37.3,84.66,79.26,40
"346",30,953.48,26.2,9.52,10.8,46.52,7.71997651864,112.1,115.86,11.1718343828,10.6929996118,7.4551358621,7.9863568176,480.46,12.4,5.02,3.96,21.38,473.02,13.8,4.5,6.84,25.14,501.84,498.16,25.8,36.6,86.3,79.26,40
"347",31,953.72,26.14,9.56,10.58,46.28,7.73293592468,112.24,116.88,11.238208228,10.7776841976,7.49225863254,7.97510195654,480.3,12.54,5.04,3.96,21.54,473.42,13.6,4.52,6.62,24.74,501.84,498.16,24.88,36.76,87.36,80.12,40
"348",32,954,26.18,9.52,10.3,46,7.74831321204,113.9,119.5,11.3042839702,10.8640501344,7.53005056362,7.9680717662,480.24,12.68,5,3.92,21.6,473.76,13.5,4.52,6.38,24.4,501.84,498.16,24.18,35.96,89.72,83.54,40
"349",33,954.2,26.26,9.48,10.06,45.8,7.76151727188,113.8,117.5,11.371541307,10.9521585202,7.56768893074,7.95687699376,480.06,12.78,5.08,3.92,21.78,474.14,13.48,4.4,6.14,24.02,501.84,498.16,24.92,35.16,88.88,82.34,40
"350",34,954.12,26.5,9.58,9.8,45.88,7.77873174164,114.68,118.82,11.4430474144,11.043227664,7.6058428669,7.95292448792,479.82,12.98,5.08,3.96,22.02,474.3,13.52,4.5,5.84,23.86,501.84,498.16,23.88,35.58,90.8,83.24,40
"351",35,954.24,26.66,9.52,9.58,45.76,7.79115786616,114.62,119.44,11.51800293,11.129687534,7.6488534758,7.93465319948,479.48,13.3,5.1,3.96,22.36,474.76,13.36,4.42,5.62,23.4,501.84,498.16,23.6,33.88,91.02,85.56,40
"352",36,954.58,26.5,9.42,9.5,45.42,7.802841721,116.52,119.24,11.590428155,11.2274121238,7.68132663574,7.92551716472,479.34,13.44,5.12,3.94,22.5,475.24,13.06,4.3,5.56,22.92,501.84,498.16,23.86,33.22,92.66,86.02,40
"353",37,954.92,26.32,9.4,9.36,45.08,7.81785727188,117.62,122.88,11.670156754,11.3224828532,7.7170392635,7.91981710542,479.32,13.48,5.06,3.98,22.52,475.6,12.84,4.34,5.38,22.56,501.84,498.16,24.1,34.14,93.52,88.74,40
"354",38,954.96,26.54,9.24,9.26,45.04,7.83305419352,118.58,122.14,11.7540121974,11.419717169,7.75235659094,7.91468263796,479.1,13.8,4.92,4.02,22.74,475.86,12.74,4.32,5.24,22.3,501.84,498.16,22.14,34.96,96.44,87.18,40
"355",39,955.26,26.52,9.1,9.12,44.74,7.84655810582,119.16,121.36,11.8393329778,11.5183815734,7.78377214868,7.91059048702,479,13.9,4.88,4.06,22.84,476.26,12.62,4.22,5.06,21.9,501.84,498.16,22.84,34.46,96.32,86.9,40
"356",40,955.4,26.58,9.1,8.92,44.6,7.8579133267,121.66,122.5,11.9276325072,11.6199662578,7.82071553416,7.89630220514,478.9,13.92,4.92,4.1,22.94,476.5,12.66,4.18,4.82,21.66,501.84,498.16,23.34,32.92,98.32,89.58,40
"357",41,955.46,26.46,9.24,8.84,44.54,7.87332742334,124.34,126.26,12.0219112824,11.7298401486,7.8570074874,7.89061432558,478.7,14,5.04,4.1,23.14,476.76,12.46,4.2,4.74,21.4,501.84,498.16,22.7,34.48,101.64,91.78,40
"358",42,955.54,26.62,9.02,8.82,44.46,7.88766892396,121.16,125.68,12.1146545894,11.8454304804,7.8914151727,7.88472718134,478.5,14.24,4.98,4.12,23.34,477.04,12.38,4.04,4.7,21.12,501.84,498.16,23.18,32.08,97.98,93.6,40
"359",43,955.6,26.7,8.88,8.82,44.4,7.90371794364,120.5,125.16,12.2161427414,11.9649547758,7.92704225988,7.88105389112,478.3,14.38,5,4.16,23.54,477.3,12.32,3.88,4.66,20.86,501.84,498.16,22.36,31.94,98.14,93.22,40
"360",44,955.6,26.76,8.9,8.74,44.4,7.9203208533,124.9,125.82,12.322710125,12.0889436896,7.9757198419,7.86557413508,477.98,14.56,5.12,4.18,23.86,477.62,12.2,3.78,4.56,20.54,501.84,498.16,21.98,31.94,102.92,93.88,40
"361",45,955.68,26.78,9,8.54,44.32,7.93182665652,126.3,126.44,12.4358124642,12.2204013466,8.01612919172,7.8479933803,477.74,14.64,5.28,4.18,24.1,477.94,12.14,3.72,4.36,20.22,501.84,498.16,22.28,31,104.02,95.44,40
"362",46,955.76,26.74,8.94,8.56,44.24,7.94565341748,128.78,126.86,12.5504916944,12.3511780394,8.05155300408,7.8398263378,477.56,14.82,5.22,4.24,24.28,478.2,11.92,3.72,4.32,19.96,501.84,498.16,22.74,31.6,106.04,95.26,40
"363",47,955.76,26.8,9.04,8.4,44.24,7.95424368902,130.14,130.98,12.6660430206,12.4835038416,8.08672975736,7.82184387478,477.36,14.94,5.34,4.2,24.48,478.4,11.86,3.7,4.2,19.76,501.84,498.16,21.28,32.6,108.86,98.38,40
"364",48,955.58,27.24,9.02,8.16,44.42,7.96604854298,128.96,132.46,12.7887642646,12.6234356828,8.12128729658,7.810682996,477.18,15.02,5.4,4.24,24.66,478.4,12.22,3.62,3.92,19.76,501.84,498.16,21.68,32.5,107.28,99.96,40
"365",49,955.66,27.12,8.98,8.24,44.34,7.97764673746,130.98,132.5,12.9181336382,12.7754866452,8.15999036192,7.79515202768,476.94,15.26,5.28,4.36,24.9,478.72,11.86,3.7,3.88,19.44,501.84,498.16,21.7,31.04,109.28,101.46,40
"366",50,955.78,27.18,8.86,8.18,44.22,7.99000171476,129.96,133.58,13.045746303,12.9298254046,8.20029284136,7.77918427042,476.66,15.5,5.3,4.38,25.18,479.12,11.68,3.56,3.8,19.04,501.84,498.16,20.54,29.32,109.42,104.26,40
"367",51,955.96,26.98,9.1,7.96,44.04,7.99633464662,132.76,131.54,13.18632245,13.0896579334,8.2411836631,7.75074260018,476.36,15.72,5.38,4.38,25.48,479.6,11.26,3.72,3.58,18.56,501.84,498.16,20.2,29.36,112.56,102.18,40
"368",52,955.98,26.78,9.22,8.02,44.02,8.00810921168,130.98,135.66,13.3415182738,13.2640326694,8.27940205544,7.73619781578,476.22,15.7,5.5,4.42,25.62,479.76,11.08,3.72,3.6,18.4,501.84,498.16,20.3,28.98,110.68,106.68,40
"369",53,956,26.82,9.16,8.02,44,8.02412459274,133.22,140.5,13.4983872956,13.4378760352,8.31780809896,7.7298921686,476.04,15.88,5.52,4.4,25.8,479.96,10.94,3.64,3.62,18.2,501.84,498.16,19.9,31.06,113.32,109.44,40
"370",54,955.96,27.06,9.1,7.88,44.04,8.03270838504,138.1,138.08,13.6581121636,13.6212294194,8.35917937618,7.70547906472,475.66,16.18,5.62,4.38,26.18,480.3,10.88,3.48,3.5,17.86,501.84,498.16,21.12,29.36,116.98,108.72,40
"371",55,955.72,27.3,9.14,7.84,44.28,8.04614909592,137.24,141.1,13.8345601474,13.8213514098,8.39802481694,7.69336339326,475.42,16.32,5.68,4.42,26.42,480.3,10.98,3.46,3.42,17.86,501.84,498.16,19.86,29.56,117.38,111.54,40
"372",56,955.76,27.42,9.1,7.72,44.24,8.05518493982,140.6,143.92,14.02163385,14.0278377174,8.43413868558,7.67506036968,475.12,16.52,5.76,4.44,26.72,480.64,10.9,3.34,3.28,17.52,501.84,498.16,20,29.04,120.6,114.88,40
"373",57,955.54,27.62,9.14,7.7,44.46,8.0669717511,141.28,146.94,14.2143264292,14.2398090198,8.47510462632,7.65718408516,474.8,16.68,5.84,4.52,27.04,480.74,10.94,3.3,3.18,17.42,501.84,498.16,18.64,29.64,122.64,117.3,40
"374",58,955.5,27.72,9.14,7.64,44.5,8.07337157586,142.86,143.06,14.4178996806,14.4665308752,8.51058142446,7.63417601004,474.46,17.02,5.8,4.56,27.38,481.04,10.7,3.34,3.08,17.12,501.84,498.16,19.68,28.1,123.18,114.96,40
"375",59,955.52,27.72,9.22,7.54,44.48,8.07969627696,145.56,147.78,14.614714487,14.68739403,8.54509535472,7.61195926986,474.32,17.06,5.9,4.56,27.52,481.2,10.66,3.32,2.98,16.96,501.84,498.16,19.76,27.96,125.8,119.82,40
"376",60,955.5,27.7,9.3,7.5,44.5,8.09292775758,145.4,149.96,14.8215584662,14.9196024914,8.58113466924,7.6023008794,474.12,17.18,6,4.54,27.72,481.38,10.52,3.3,2.96,16.78,501.84,498.16,18.28,28.78,127.12,121.18,40
"377",61,955.5,27.64,9.38,7.48,44.5,8.1043577139,148.94,151.56,15.0730469708,15.200952766,8.6197750627,7.58653727314,473.96,17.2,6.04,4.64,27.88,481.54,10.44,3.34,2.84,16.62,501.84,498.16,19.6,28.1,129.34,123.46,40
"378",62,955.78,27.38,9.44,7.4,44.22,8.11142242222,153.38,154.2,15.3170367532,15.4698679914,8.6570138738,7.56301593288,473.84,17.12,6.16,4.72,28,481.94,10.26,3.28,2.68,16.22,501.84,498.16,19.8,27.62,133.58,126.58,40
"379",63,955.78,27.6,9.34,7.28,44.22,8.12230438206,151.68,154.14,15.581079421,15.7638414058,8.69950816982,7.54217371652,473.58,17.34,6.18,4.74,28.26,482.2,10.26,3.16,2.54,15.96,501.84,498.16,19.22,27.8,132.46,126.34,40
"380",64,955.64,27.7,9.44,7.22,44.36,8.1278537504,154.04,157,15.8570029246,16.062257993,8.7339179416,7.51849295728,473.38,17.44,6.24,4.78,28.46,482.26,10.26,3.2,2.44,15.9,501.84,498.16,18.76,27.42,135.28,129.58,40
"381",65,955.5,27.88,9.32,7.3,44.5,8.13877646592,155.52,159.56,16.1518505496,16.3984231664,8.77653474012,7.49761355438,473,17.7,6.2,4.94,28.84,482.5,10.18,3.12,2.36,15.66,501.84,498.16,18.44,28.32,137.08,131.24,40
"382",66,955.24,28.14,9.28,7.34,44.76,8.14756768568,158.92,161.18,16.4873713776,16.7510006716,8.81549004888,7.47623483762,472.66,17.98,6.22,4.98,29.18,482.58,10.16,3.06,2.36,15.58,501.84,498.16,18.34,25.66,140.58,135.52,40
"383",67,955.18,28.1,9.42,7.3,44.82,8.15660616096,160.04,160.42,16.8637847204,17.1642241778,8.85251901102,7.45692198946,472.5,17.98,6.38,4.98,29.34,482.68,10.12,3.04,2.32,15.48,501.84,498.16,17.98,26.82,142.06,133.6,40
"384",68,955.12,28.04,9.48,7.36,44.88,8.1595702044,162.72,166.04,17.2176588352,17.577501628,8.8854967792,7.42967209894,472.16,18.16,6.42,5.1,29.68,482.96,9.88,3.06,2.26,15.2,501.84,498.16,18.16,26.92,144.56,139.12,40
"385",69,954.82,28.34,9.36,7.48,45.18,8.16766703372,163.28,169.88,17.615575197,18.0295875296,8.92774046134,7.40336253534,471.84,18.4,6.32,5.28,30,482.98,9.94,3.04,2.2,15.18,501.84,498.16,16.32,27.06,146.96,142.82,40
"386",70,954.82,28.22,9.5,7.46,45.18,8.17221664602,164.36,170.7,18.0315714396,18.4923503422,8.96266714952,7.3772531522,471.68,18.46,6.36,5.34,30.16,483.14,9.76,3.14,2.12,15.02,501.84,498.16,18.54,26.78,145.82,143.92,40
"387",71,954.42,28.4,9.7,7.48,45.58,8.1805848376,169.88,171.52,18.4700038686,18.970907881,9.00640572284,7.35005999104,471.32,18.58,6.54,5.4,30.52,483.1,9.82,3.16,2.08,15.06,501.84,498.16,18.14,25.18,151.74,146.34,40
"388",72,954.36,28.44,9.68,7.52,45.64,8.18609085466,170.18,173.5,18.9948686124,19.5417643796,9.04238346804,7.32490266164,471.08,18.74,6.54,5.48,30.76,483.28,9.7,3.14,2.04,14.88,501.84,498.16,17.76,25.7,152.42,147.8,40
"389",73,954.1,28.56,9.78,7.56,45.9,8.19025454532,173.42,173.64,19.5858512562,20.1830716684,9.07920524392,7.29607822292,470.72,18.96,6.62,5.54,31.12,483.38,9.6,3.16,2.02,14.78,501.84,498.16,17.7,25.5,155.72,148.14,40
"390",74,953.84,28.64,9.98,7.54,46.16,8.19873192602,174.98,180.58,20.2023652188,20.9014721532,9.11644392328,7.27560092204,470.46,19.04,6.78,5.56,31.38,483.38,9.6,3.2,1.98,14.78,501.84,498.16,17.78,24.9,157.2,155.68,40
"391",75,953.64,28.76,9.98,7.62,46.36,8.2079035671,176.72,178.56,20.9320707688,21.733672632,9.1566068099,7.2535316801,470.22,19.16,6.78,5.68,31.62,483.42,9.6,3.2,1.94,14.74,501.84,498.16,17.1,25.24,159.62,153.32,40
"392",76,953.66,28.52,10.14,7.68,46.34,8.22056049892,176.78,182.86,21.7565258074,22.6547321702,9.20231346692,7.23273030626,470.04,19.12,6.94,5.74,31.8,483.62,9.4,3.2,1.94,14.54,501.84,498.16,16.58,23.32,160.2,159.54,40
"393",77,953.44,28.64,10.24,7.68,46.56,8.22366117596,187.28,183.6,22.4141262588,23.456596454,9.23688924616,7.20390554006,469.76,19.3,7,5.78,32.08,483.68,9.34,3.24,1.9,14.48,501.84,498.16,16.86,24.56,170.42,159.04,40
"394",78,953.22,28.7,10.4,7.68,46.78,8.22774319174,188.18,187.92,23.1959910378,24.4013786696,9.27578829006,7.17287581778,469.48,19.46,7.08,5.82,32.36,483.74,9.24,3.32,1.86,14.42,501.84,498.16,16.24,23.7,171.94,164.22,40
"395",79,953.16,28.86,10.36,7.62,46.84,8.23123339358,188.78,191.3,23.9804145218,25.1884032992,9.30946663674,7.14607153152,469.18,19.8,7.04,5.82,32.66,483.98,9.06,3.32,1.8,14.18,501.84,498.16,15.94,22.94,172.84,168.36,40
"396",80,952.94,28.94,10.36,7.76,47.06,8.2404782612,190.16,197.82,24.8707758734,26.0994478488,9.35685814706,7.11683316796,468.82,19.9,7.12,6,33.02,484.12,9.04,3.24,1.76,14.04,501.84,498.16,15.82,23.94,174.34,173.88,40
"397",81,952.86,28.84,10.4,7.9,47.14,8.24486736984,194.58,198.3,25.7046498554,26.9465412848,9.392479491,7.08960499878,468.6,19.88,7.18,6.18,33.24,484.26,8.96,3.22,1.72,13.9,501.84,498.16,17.38,23.58,177.2,174.72,40
"398",82,952.7,28.82,10.66,7.82,47.3,8.25196028448,197.72,199.54,26.6160676564,27.9141635546,9.43146978842,7.06450647196,468.42,19.9,7.34,6.18,33.42,484.28,8.92,3.32,1.64,13.88,501.84,498.16,16.66,22.74,181.06,176.8,40
"399",83,952.36,29.12,10.62,7.9,47.64,8.25891787162,199.52,203.14,27.7068986582,29.1489086644,9.47387028416,7.0357277021,468.06,20.14,7.34,6.3,33.78,484.3,8.98,3.28,1.6,13.86,501.84,498.16,16.4,21.88,183.12,181.26,40
"400",84,952.02,29.28,10.72,7.98,47.98,8.26478323346,202.3,203.78,29.012716145,30.6259922524,9.51614811162,7.00483009692,467.62,20.4,7.44,6.38,34.22,484.4,8.88,3.28,1.6,13.76,501.84,498.16,16.08,21.92,186.22,181.86,40
"401",85,951.58,29.6,10.86,7.96,48.42,8.27751151342,204.72,208.66,30.087885386,31.7033782066,9.56426827052,6.9817721625,467.2,20.6,7.64,6.4,34.64,484.38,9,3.22,1.56,13.78,501.84,498.16,15.3,22.16,189.42,186.5,40
"402",86,951.66,29.38,11,7.96,48.34,8.28410230354,207.38,215.16,31.3163234034,33.0844081564,9.60668098744,6.95206786474,467.06,20.6,7.76,6.42,34.78,484.6,8.78,3.24,1.54,13.56,501.84,498.16,14.98,22.9,192.4,192.26,40
"403",87,951.48,29.38,11.14,8,48.52,8.2874896835,210.46,216.42,32.7844662724,34.5419082158,9.6441976338,6.92096710338,466.76,20.62,7.98,6.48,35.08,484.72,8.76,3.16,1.52,13.44,501.84,498.16,14.8,22.44,195.66,193.98,40
"404",88,951.4,29.46,11.04,8.1,48.6,8.29428836148,214.26,215.92,34.0326871176,35.862508675,9.6900386753,6.88827703022,466.38,20.92,7.98,6.56,35.46,485.02,8.54,3.06,1.54,13.14,501.84,498.16,14.2,20.64,200.06,195.28,40
"405",89,951.16,29.72,11.06,8.06,48.84,8.2945966972,216.3,217.68,35.4152115838,37.450624563,9.72788039874,6.85103510574,466.02,21.1,8.06,6.66,35.82,485.14,8.62,3,1.4,13.02,501.84,498.16,14.46,21.24,201.84,196.44,40
"406",90,951.14,29.64,11.2,8.02,48.86,8.30062083204,216.94,225.14,36.9346788622,39.182002943,9.7707856664,6.81984608064,465.82,21.18,8.18,6.66,36.02,485.32,8.46,3.02,1.36,12.84,501.84,498.16,14.32,22.24,202.62,202.9,40
"407",91,950.94,29.76,11.24,8.06,49.06,8.30462983476,221.48,226.92,38.3963315528,40.6851458962,9.81203853416,6.78625295764,465.48,21.38,8.24,6.74,36.36,485.46,8.38,3,1.32,12.7,501.84,498.16,15,20.08,206.48,206.84,40
"408",92,950.56,30,11.38,8.06,49.44,8.30661506502,224.24,228.02,39.8599457996,42.1729164748,9.85597431324,6.74579393906,465.04,21.62,8.4,6.78,36.8,485.52,8.38,2.98,1.28,12.64,501.84,498.16,14.34,19.64,209.9,208.38,40
"409",93,950.4,30.08,11.48,8.04,49.6,8.30740667746,229.98,233.16,41.6076856078,44.0793743952,9.89258342238,6.71053899682,464.66,21.84,8.56,6.78,37.18,485.74,8.24,2.92,1.26,12.42,501.84,498.16,14.82,20.38,215.16,212.78,40
"410",94,950.2,30.06,11.64,8.1,49.8,8.31062769234,232.32,239.14,43.3768385938,45.8561459368,9.93621232386,6.67336946274,464.32,21.96,8.7,6.86,37.52,485.88,8.1,2.94,1.24,12.28,501.84,498.16,14.4,20.74,217.92,218.4,40
"411",95,949.88,30.36,11.6,8.16,50.12,8.31140389096,238.56,242.5,45.2487354242,47.7794476508,9.97712642872,6.63400252768,463.88,22.28,8.76,6.92,37.96,486,8.08,2.84,1.24,12.16,501.84,498.16,14.88,20.16,223.68,222.34,40
"412",96,949.38,30.6,11.84,8.18,50.62,8.31724480836,239.86,244.7,47.509736313,50.007040689,10.02095040646,6.60152193014,463.34,22.48,9.04,6.98,38.5,486.04,8.12,2.8,1.2,12.12,501.84,498.16,14.98,19.2,224.88,225.5,40
"413",97,949.1,30.62,12.16,8.12,50.9,8.31945352932,240.88,249.46,49.9996906632,52.3884572286,10.06851672106,6.55828226882,462.98,22.56,9.3,7,38.86,486.12,8.06,2.86,1.12,12.04,501.84,498.16,13.54,19.66,227.34,229.8,40
"414",98,949.02,30.64,12.1,8.24,50.98,8.32055304742,246.66,251.22,52.4933835866,55.0037935654,10.10695226614,6.52163791578,462.62,22.8,9.32,7.1,39.22,486.4,7.84,2.78,1.14,11.76,501.84,498.16,12.84,19.08,233.82,232.14,40
"415",99,948.64,30.86,12.22,8.28,51.36,8.32200383672,248.4,255.14,55.3157199392,58.0253298466,10.14558698692,6.48560642688,462.26,23.02,9.46,7.1,39.58,486.38,7.84,2.76,1.18,11.78,501.84,498.16,13.22,19.2,235.18,235.94,40
"416",100,948.32,30.98,12.32,8.38,51.68,8.32253075926,252.84,258.64,58.0404925294,60.988630217,10.18752225886,6.44435847708,461.9,23.18,9.54,7.22,39.94,486.42,7.8,2.78,1.16,11.74,501.84,498.16,13.62,19.18,239.22,239.46,40
