[run number],initial-people,environment,healthy-treatment-chance-men,healthy-treatment-chance-women,dep-treatment-chance-men,dep-treatment-chance-women,[step],"count turtles with [ severity = ""No Depression"" ]","count turtles with [ severity = ""Mild Depression"" ]","count turtles with [ severity = ""Moderate Depression"" ]","count turtles with [ severity = ""Severe Depression"" ]","count turtles with [ severity != ""No Depression"" ]",mean [ dep-score ] of turtles,count turtles with [ treatment? ],count turtles with [ talks? ],mean [ prob-of-talking ] of turtles,mean [ prob-of-treatment ] of turtles,"mean [ dep-score ] of turtles with [ gender? = ""male"" ]","mean [ dep-score ] of turtles with [ gender? = ""female"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""male"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""female"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""female"" ]","count turtles with [ gender? = ""male"" ]","count turtles with [ gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""male"" ]","count turtles with [ treatment? = TRUE and gender? = ""female"" ]","count turtles with [ treatment? = TRUE and gender? = ""male"" ]"
11,1000,10,5.13,10.3,18,37,26,950,28,15,7,50,7.624886273,90,17,2.526436248,9.438594917,7.304346731,7.924345845,460,15,6,2,23,490,13,9,5,27,483,517,9,8,69,21
12,1000,10,5.13,10.3,18,37,26,963,18,9,10,37,7.692090552,97,28,2.519450547,9.116864271,7.17068022,8.236959017,493,9,4,5,18,470,9,5,5,19,511,489,15,13,68,29
10,1000,10,5.13,10.3,18,37,27,956,28,8,8,44,7.44074144,103,36,2.634624866,9.274008229,6.946519148,7.931025707,474,18,3,3,24,482,10,5,5,20,498,502,17,19,72,31
13,1000,10,5.13,10.3,18,37,25,951,34,7,8,49,7.47462362,98,28,2.538282718,9.035383614,7.1170646,7.845290711,490,14,3,2,19,461,20,4,6,30,509,491,17,11,63,35
15,1000,10,5.13,10.3,18,37,19,959,18,12,11,41,7.595595997,94,39,2.627665751,9.25184056,7.004430717,8.152324464,466,11,5,3,19,493,7,7,8,22,485,515,27,12,63,31
14,1000,10,5.13,10.3,18,37,24,961,27,3,9,39,7.215579704,100,37,2.630213371,9.075770902,6.547423028,7.899966906,494,10,0,2,12,467,17,3,7,27,506,494,19,18,74,26
16,1000,10,5.13,10.3,18,37,13,950,25,12,13,50,7.71258541,80,32,2.592490479,9.219788317,7.371253036,8.016493819,448,10,8,5,23,502,15,4,8,27,471,529,17,15,53,27
9,1000,10,5.13,10.3,18,37,32,957,23,11,9,43,7.388197067,101,40,2.484507688,9.181987481,7.237889852,7.54526657,485,13,8,5,26,472,10,3,4,17,511,489,23,17,78,23
11,1000,10,5.13,10.3,18,37,27,950,28,16,6,50,7.617761123,95,25,2.525463976,9.459452812,7.32722125,7.889193925,460,15,6,2,23,490,13,10,4,27,483,517,13,12,73,22
12,1000,10,5.13,10.3,18,37,27,962,19,9,10,38,7.700612783,82,32,2.535521772,9.136184139,7.213136561,8.21002045,492,10,4,5,19,470,9,5,5,19,511,489,21,11,58,24
10,1000,10,5.13,10.3,18,37,28,954,30,8,8,46,7.460087328,93,25,2.627167087,9.274387788,6.965593537,7.950640929,472,20,3,3,26,482,10,5,5,20,498,502,14,11,70,23
13,1000,10,5.13,10.3,18,37,26,952,34,7,7,48,7.491311794,95,32,2.548259578,9.036491053,7.157575884,7.837282421,490,14,3,2,19,462,20,4,5,29,509,491,20,12,62,33
15,1000,10,5.13,10.3,18,37,20,960,18,11,11,40,7.604811263,91,32,2.633892356,9.264883551,7.044613138,8.132376489,466,11,5,3,19,494,7,6,8,21,485,515,19,13,67,24
14,1000,10,5.13,10.3,18,37,25,963,26,2,9,37,7.23244007,88,26,2.654200456,9.104251821,6.60335448,7.876807091,494,10,0,2,12,469,16,2,7,25,506,494,16,10,69,19
9,1000,10,5.13,10.3,18,37,33,958,22,11,9,42,7.436126413,88,29,2.5046601,9.182731485,7.268127876,7.611683167,486,12,8,5,25,472,10,3,4,17,511,489,17,12,58,30
16,1000,10,5.13,10.3,18,37,14,950,26,12,12,50,7.702248627,93,39,2.601086494,9.246221799,7.360701163,8.006348544,448,11,8,4,23,502,15,4,8,27,471,529,21,18,62,31
11,1000,10,5.13,10.3,18,37,28,949,28,17,6,51,7.675040403,116,26,2.535723772,9.480399609,7.362469528,7.96705536,460,15,6,2,23,489,13,11,4,28,483,517,12,14,80,36
12,1000,10,5.13,10.3,18,37,28,962,19,9,10,38,7.732057958,102,28,2.556337508,9.147846636,7.235944713,8.250491225,492,10,4,5,19,470,9,5,5,19,511,489,18,10,71,31
10,1000,10,5.13,10.3,18,37,29,953,30,9,8,47,7.48806525,105,24,2.616418132,9.26990713,7.042163912,7.930413589,471,20,4,3,27,482,10,5,5,20,498,502,16,8,78,27
15,1000,10,5.13,10.3,18,37,21,959,19,11,11,41,7.630019405,96,49,2.660189884,9.274074831,7.078335665,8.149566228,465,12,5,3,20,494,7,6,8,21,485,515,28,21,67,29
13,1000,10,5.13,10.3,18,37,27,952,34,7,7,48,7.521063747,92,43,2.54176489,9.038588838,7.216583935,7.836705751,490,14,3,2,19,462,20,4,5,29,509,491,24,19,70,22
14,1000,10,5.13,10.3,18,37,26,963,26,2,9,37,7.229437337,96,34,2.654530925,9.118327702,6.608221842,7.865743086,494,10,0,2,12,469,16,2,7,25,506,494,17,17,71,25
9,1000,10,5.13,10.3,18,37,34,959,22,11,8,41,7.484778755,110,29,2.514120768,9.201980993,7.308685328,7.668794585,486,12,8,5,25,473,10,3,3,16,511,489,22,7,75,35
11,1000,10,5.13,10.3,18,37,29,948,28,18,6,52,7.687005297,124,35,2.521644506,9.485244615,7.377550459,7.976109139,459,15,7,2,24,489,13,11,4,28,483,517,25,10,93,31
16,1000,10,5.13,10.3,18,37,15,949,26,13,12,51,7.754555077,85,26,2.616010103,9.275561321,7.427158715,8.04605543,447,12,8,4,24,502,14,5,8,27,471,529,11,15,58,27
12,1000,10,5.13,10.3,18,37,29,960,21,9,10,40,7.763136914,94,27,2.576103989,9.169617486,7.251036015,8.298277118,491,11,4,5,20,469,10,5,5,20,511,489,16,11,56,38
10,1000,10,5.13,10.3,18,37,30,954,29,9,8,46,7.486404598,86,32,2.625471134,9.278826262,7.064467615,7.904979533,471,20,4,3,27,483,9,5,5,19,498,502,22,10,58,28
15,1000,10,5.13,10.3,18,37,22,960,18,11,11,40,7.647796741,100,30,2.662261754,9.29719876,7.0912183,8.171953137,465,12,5,3,20,495,6,6,8,20,485,515,17,13,75,25
13,1000,10,5.13,10.3,18,37,28,952,34,6,8,48,7.516166586,77,36,2.535436345,9.034296473,7.230754088,7.812042272,489,15,3,2,20,463,19,3,6,28,509,491,19,17,54,23
9,1000,10,5.13,10.3,18,37,35,960,22,10,8,40,7.447414888,93,27,2.496372374,9.201327268,7.31942509,7.581162917,486,12,8,5,25,474,10,2,3,15,511,489,15,12,72,21
14,1000,10,5.13,10.3,18,37,27,963,25,3,9,37,7.30300889,109,19,2.658218142,9.127378091,6.6858335,7.935176394,494,10,0,2,12,469,15,3,7,25,506,494,9,10,76,33
11,1000,10,5.13,10.3,18,37,30,948,27,19,6,52,7.693277836,111,38,2.529828657,9.500638962,7.42789282,7.941210065,459,15,7,2,24,489,12,12,4,28,483,517,21,17,81,30
12,1000,10,5.13,10.3,18,37,30,961,19,10,10,39,7.798435536,107,38,2.563740712,9.178584427,7.311554776,8.307220953,491,10,5,5,20,470,9,5,5,19,511,489,22,16,75,32
10,1000,10,5.13,10.3,18,37,31,955,28,9,8,45,7.52587903,88,34,2.622487947,9.283689662,7.126277242,7.92229674,471,20,4,3,27,484,8,5,5,18,498,502,21,13,61,27
16,1000,10,5.13,10.3,18,37,16,948,27,13,12,52,7.749186154,88,22,2.61628829,9.273940119,7.456719307,8.009586693,445,14,8,4,26,503,13,5,8,26,471,529,10,12,66,22
15,1000,10,5.13,10.3,18,37,23,962,15,12,11,38,7.68096579,87,23,2.657140321,9.304738476,7.10950475,8.219137838,466,11,5,3,19,496,4,7,8,19,485,515,16,7,71,16
9,1000,10,5.13,10.3,18,37,36,962,21,9,8,38,7.467816825,105,39,2.501628755,9.202395986,7.356886345,7.583738042,486,12,8,5,25,476,9,1,3,13,511,489,23,16,73,32
13,1000,10,5.13,10.3,18,37,29,952,34,6,8,48,7.528844003,98,36,2.540917165,9.032267501,7.258153686,7.809457795,489,15,3,2,20,463,19,3,6,28,509,491,21,15,68,30
14,1000,10,5.13,10.3,18,37,28,962,26,3,9,38,7.341481078,89,30,2.676583284,9.144479652,6.710225458,7.988070842,493,11,0,2,13,469,15,3,7,25,506,494,19,11,64,25
11,1000,10,5.13,10.3,18,37,31,946,28,19,7,54,7.738689629,95,37,2.549910648,9.514624717,7.474000037,7.985972168,458,15,8,2,25,488,13,11,5,29,483,517,19,18,79,16
12,1000,10,5.13,10.3,18,37,31,960,20,10,10,40,7.822545294,100,33,2.585135642,9.192983312,7.320370757,8.347312551,491,10,5,5,20,469,10,5,5,20,511,489,17,16,66,34
10,1000,10,5.13,10.3,18,37,32,956,28,9,7,44,7.522842805,94,36,2.623391252,9.299814322,7.152737161,7.8899994,471,20,4,3,27,485,8,5,4,17,498,502,24,12,66,28
16,1000,10,5.13,10.3,18,37,17,950,25,13,12,50,7.778941819,89,32,2.639754354,9.291248827,7.507215552,8.020875792,445,14,8,4,26,505,11,5,8,24,471,529,17,15,68,21
15,1000,10,5.13,10.3,18,37,24,961,18,11,10,39,7.692589412,82,38,2.66286465,9.325218427,7.175367553,8.179681843,464,13,5,3,21,497,5,6,7,18,485,515,26,12,52,30
9,1000,10,5.13,10.3,18,37,37,962,20,9,9,38,7.502497335,86,24,2.484651203,9.206502708,7.416905237,7.591940202,486,11,8,6,25,476,9,1,3,13,511,489,7,17,61,25
13,1000,10,5.13,10.3,18,37,30,951,35,6,8,49,7.557208612,117,26,2.546108322,9.063578388,7.25828538,7.867090333,489,15,3,2,20,462,20,3,6,29,509,491,18,8,85,32
14,1000,10,5.13,10.3,18,37,29,963,25,3,9,37,7.370503529,98,33,2.684769634,9.172506645,6.757322361,7.998579785,494,10,0,2,12,469,15,3,7,25,506,494,21,12,61,37
11,1000,10,5.13,10.3,18,37,32,947,28,18,7,53,7.765271726,105,28,2.551544008,9.518213832,7.501207596,8.011969937,459,15,7,2,24,488,13,11,5,29,483,517,19,9,73,32
12,1000,10,5.13,10.3,18,37,32,961,20,11,8,39,7.789205552,94,37,2.595908431,9.193445781,7.300292622,8.300114564,491,10,5,5,20,470,10,6,3,19,511,489,24,13,58,36
10,1000,10,5.13,10.3,18,37,33,956,28,9,7,44,7.545083575,96,31,2.623096349,9.312285007,7.192868818,7.894491841,471,20,4,3,27,485,8,5,4,17,498,502,18,13,73,23
16,1000,10,5.13,10.3,18,37,18,950,24,14,12,50,7.789899202,111,29,2.669969638,9.299739905,7.541066124,8.011450014,444,14,9,4,27,506,10,5,8,23,471,529,19,10,83,28
15,1000,10,5.13,10.3,18,37,25,962,19,10,9,38,7.701345227,88,34,2.666492982,9.37095422,7.203172907,8.170497799,464,13,5,3,21,498,6,5,6,17,485,515,16,18,59,29
9,1000,10,5.13,10.3,18,37,38,964,18,9,9,36,7.524380168,105,39,2.487286924,9.203362295,7.494740518,7.555353298,487,10,8,6,24,477,8,1,3,12,511,489,23,16,70,35
13,1000,10,5.13,10.3,18,37,31,951,35,6,8,49,7.57082501,87,38,2.562019786,9.074301694,7.26717902,7.885602624,489,15,3,2,20,462,20,3,6,29,509,491,26,12,63,24
14,1000,10,5.13,10.3,18,37,30,964,24,3,9,36,7.361494244,105,27,2.679467105,9.186049101,6.79113345,7.945709956,495,9,0,2,11,469,15,3,7,25,506,494,13,14,78,27
11,1000,10,5.13,10.3,18,37,33,949,26,17,8,51,7.751647187,104,22,2.55381857,9.524020723,7.543013428,7.946560351,459,15,6,3,24,490,11,11,5,27,483,517,13,9,79,25
12,1000,10,5.13,10.3,18,37,33,962,19,11,8,38,7.811730213,95,34,2.609660818,9.207565933,7.317956405,8.327718793,492,9,5,5,19,470,10,6,3,19,511,489,19,15,63,32
10,1000,10,5.13,10.3,18,37,34,957,28,9,6,43,7.565490712,102,39,2.612655671,9.321941949,7.214093678,7.91408777,472,19,4,3,26,485,9,5,3,17,498,502,22,17,73,29
15,1000,10,5.13,10.3,18,37,26,962,19,10,9,38,7.719176599,81,25,2.660922551,9.386999304,7.222814934,8.186623993,464,13,5,3,21,498,6,5,6,17,485,515,18,7,59,22
9,1000,10,5.13,10.3,18,37,39,963,19,9,9,37,7.56309226,92,44,2.508121967,9.20522538,7.527384613,7.600406387,487,10,8,6,24,476,9,1,3,13,511,489,22,22,56,36
16,1000,10,5.13,10.3,18,37,19,951,23,14,12,49,7.816824196,95,23,2.675110104,9.301705195,7.592553904,8.016505307,444,13,10,4,27,507,10,4,8,22,471,529,14,9,70,25
13,1000,10,5.13,10.3,18,37,32,952,35,6,7,48,7.564177618,109,31,2.566156702,9.096192612,7.302063421,7.835900889,489,15,3,2,20,463,20,3,5,28,509,491,18,13,81,28
14,1000,10,5.13,10.3,18,37,31,962,26,3,9,38,7.413325409,73,25,2.670034817,9.215571522,6.842607431,7.997906981,495,9,0,2,11,467,17,3,7,27,506,494,15,10,55,18
11,1000,10,5.13,10.3,18,37,34,949,26,17,8,51,7.785477812,84,32,2.578346098,9.540391945,7.575543055,7.981606415,459,15,6,3,24,490,11,11,5,27,483,517,23,9,61,23
12,1000,10,5.13,10.3,18,37,34,960,21,11,8,40,7.829416405,102,30,2.6217148,9.212445633,7.320644422,8.361077925,492,9,5,5,19,468,12,6,3,21,511,489,17,13,74,28
10,1000,10,5.13,10.3,18,37,35,959,26,9,6,41,7.549379829,107,31,2.616749504,9.367498219,7.173964081,7.921804216,474,17,4,3,24,485,9,5,3,17,498,502,19,12,77,30
15,1000,10,5.13,10.3,18,37,27,961,19,11,9,39,7.734952349,100,28,2.676954384,9.397408292,7.265295425,8.177250618,463,13,6,3,22,498,6,5,6,17,485,515,16,12,68,32
9,1000,10,5.13,10.3,18,37,40,961,21,9,9,39,7.594070191,85,35,2.50939354,9.21104671,7.553184962,7.636794838,487,10,8,6,24,474,11,1,3,15,511,489,18,17,63,22
16,1000,10,5.13,10.3,18,37,20,953,21,14,12,47,7.823168505,89,42,2.694362981,9.336791647,7.622769218,8.001595848,444,13,10,4,27,509,8,4,8,20,471,529,26,16,65,24
13,1000,10,5.13,10.3,18,37,33,953,34,6,7,47,7.582392644,103,44,2.574031408,9.134945704,7.349167154,7.824168153,489,15,3,2,20,464,19,3,5,27,509,491,28,16,65,38
11,1000,10,5.13,10.3,18,37,35,950,25,17,8,50,7.811367957,102,35,2.567010125,9.540687558,7.588252095,8.019810822,460,14,6,3,23,490,11,11,5,27,483,517,19,16,61,41
14,1000,10,5.13,10.3,18,37,32,962,26,3,9,38,7.426500827,93,29,2.672427899,9.252781421,6.843983647,8.023168222,495,9,0,2,11,467,17,3,7,27,506,494,15,14,63,30
12,1000,10,5.13,10.3,18,37,35,960,21,11,8,40,7.826518744,94,31,2.635175303,9.227799271,7.325642383,8.349929419,492,9,5,5,19,468,12,6,3,21,511,489,17,14,62,32
10,1000,10,5.13,10.3,18,37,36,959,26,8,7,41,7.547160425,100,24,2.630706591,9.417492508,7.223535895,7.868206273,474,17,3,4,24,485,9,5,3,17,498,502,15,9,80,20
15,1000,10,5.13,10.3,18,37,28,961,19,11,9,39,7.756746872,91,23,2.688054034,9.387993105,7.286334126,8.199756933,463,13,6,3,22,498,6,5,6,17,485,515,15,8,68,23
9,1000,10,5.13,10.3,18,37,41,962,21,8,9,38,7.589617784,101,23,2.530381655,9.215519583,7.5318654,7.649968435,488,10,7,6,23,474,11,1,3,15,511,489,9,14,75,26
13,1000,10,5.13,10.3,18,37,34,954,32,7,7,46,7.582313107,91,39,2.578425809,9.151103438,7.354581836,7.818392978,489,15,3,2,20,465,17,4,5,26,509,491,22,17,66,25
11,1000,10,5.13,10.3,18,37,36,949,26,17,8,51,7.814625943,105,37,2.582460062,9.535122492,7.660933508,7.958210945,460,14,6,3,23,489,12,11,5,28,483,517,13,24,74,31
14,1000,10,5.13,10.3,18,37,33,962,26,3,9,38,7.467482614,88,27,2.675920446,9.262946248,6.857703578,8.092074095,495,9,0,2,11,467,17,3,7,27,506,494,16,11,62,26
12,1000,10,5.13,10.3,18,37,36,960,21,11,8,40,7.818999353,90,32,2.639295631,9.232518273,7.339601993,8.319964693,492,9,5,5,19,468,12,6,3,21,511,489,17,15,59,31
10,1000,10,5.13,10.3,18,37,37,959,26,8,7,41,7.547226182,97,30,2.631995981,9.425200788,7.210904862,7.880867652,473,17,4,4,25,486,9,4,3,16,498,502,17,13,62,35
16,1000,10,5.13,10.3,18,37,21,954,20,14,12,46,7.824161275,100,32,2.69617707,9.350678629,7.645887883,7.982888623,444,13,10,4,27,510,7,4,8,19,471,529,12,20,75,25
15,1000,10,5.13,10.3,18,37,29,961,19,11,9,39,7.766658447,98,38,2.698624247,9.412541246,7.286767461,8.218594619,463,13,6,3,22,498,6,5,6,17,485,515,29,9,70,28
9,1000,10,5.13,10.3,18,37,42,962,21,8,9,38,7.595411876,103,38,2.522600919,9.232935365,7.54392424,7.649215929,488,10,7,6,23,474,11,1,3,15,511,489,18,20,78,25
11,1000,10,5.13,10.3,18,37,37,951,24,17,8,49,7.823527883,110,30,2.583535391,9.556133926,7.686054983,7.951960012,460,13,7,3,23,491,11,10,5,26,483,517,16,14,85,25
13,1000,10,5.13,10.3,18,37,35,955,29,8,8,45,7.60212006,84,31,2.579698766,9.172257201,7.359131327,7.854016729,490,13,3,3,19,465,16,5,5,26,509,491,20,11,55,29
12,1000,10,5.13,10.3,18,37,37,959,22,11,8,41,7.870372338,95,41,2.619396523,9.247888378,7.409191813,8.352301271,491,10,5,5,20,468,12,6,3,21,511,489,25,16,63,32
10,1000,10,5.13,10.3,18,37,38,959,26,8,7,41,7.553842487,98,37,2.64240459,9.441350895,7.223647121,7.881406813,473,17,4,4,25,486,9,4,3,16,498,502,27,10,74,24
14,1000,10,5.13,10.3,18,37,34,960,28,3,9,40,7.483942529,113,34,2.682745415,9.269518914,6.882301004,8.100198828,493,11,0,2,13,467,17,3,7,27,506,494,26,8,84,29
16,1000,10,5.13,10.3,18,37,22,955,19,14,12,45,7.828689332,89,36,2.699478562,9.367674969,7.67984707,7.961212405,445,12,10,4,26,510,7,4,8,19,471,529,21,15,54,35
15,1000,10,5.13,10.3,18,37,30,961,19,11,9,39,7.764156167,108,31,2.703878816,9.424758671,7.284373911,8.215989941,463,13,6,3,22,498,6,5,6,17,485,515,18,13,77,31
9,1000,10,5.13,10.3,18,37,43,962,21,8,9,38,7.597534172,100,36,2.516893385,9.232854307,7.52877991,7.669381673,488,10,7,6,23,474,11,1,3,15,511,489,24,12,71,29
12,1000,10,5.13,10.3,18,37,38,957,24,11,8,43,7.892715201,84,23,2.609549164,9.266136989,7.430850637,8.375358947,491,10,5,5,20,466,14,6,3,23,511,489,12,11,52,32
11,1000,10,5.13,10.3,18,37,38,951,24,17,8,49,7.859074738,113,35,2.605779399,9.555837142,7.757048385,7.954391429,460,13,7,3,23,491,11,10,5,26,483,517,23,12,77,36
10,1000,10,5.13,10.3,18,37,39,959,26,8,7,41,7.596213836,94,34,2.6457899,9.468577751,7.256337746,7.93338175,473,17,4,4,25,486,9,4,3,16,498,502,15,19,67,27
13,1000,10,5.13,10.3,18,37,36,957,28,8,7,43,7.606779978,98,34,2.577463142,9.188143804,7.366346356,7.856027867,490,14,3,2,19,467,14,5,5,24,509,491,21,13,68,30
14,1000,10,5.13,10.3,18,37,35,959,30,3,8,41,7.491051234,91,33,2.70557214,9.282225932,6.887198163,8.109572801,491,14,0,1,15,468,16,3,7,26,506,494,19,14,59,32
16,1000,10,5.13,10.3,18,37,23,956,17,14,13,44,7.848901917,114,38,2.712073231,9.378134527,7.684654893,7.995140762,445,11,11,4,26,511,6,3,9,18,471,529,19,19,75,39
15,1000,10,5.13,10.3,18,37,31,962,18,12,8,38,7.823763273,87,25,2.698460726,9.430918492,7.353781191,8.266367759,463,12,7,3,22,499,6,5,5,16,485,515,15,10,65,22
9,1000,10,5.13,10.3,18,37,44,962,21,9,8,38,7.63446491,85,29,2.511944712,9.237169064,7.549053753,7.723718696,488,10,8,5,23,474,11,1,3,15,511,489,10,19,59,26
12,1000,10,5.13,10.3,18,37,39,956,25,11,8,44,7.947657357,100,34,2.618071029,9.276998235,7.50525156,8.409966891,491,10,5,5,20,465,15,6,3,24,511,489,17,17,66,34
11,1000,10,5.13,10.3,18,37,39,949,26,17,8,51,7.874299794,104,36,2.61034251,9.558396865,7.804398657,7.93960395,458,15,7,3,25,491,11,10,5,26,483,517,22,14,82,22
10,1000,10,5.13,10.3,18,37,40,957,27,9,7,43,7.615598168,92,33,2.647735824,9.470352203,7.297107375,7.931551187,472,18,4,4,26,485,9,5,3,17,498,502,20,13,64,28
13,1000,10,5.13,10.3,18,37,37,957,27,9,7,43,7.608275023,90,36,2.58635929,9.197974058,7.407240524,7.816679422,490,13,4,2,19,467,14,5,5,24,509,491,20,16,65,25
14,1000,10,5.13,10.3,18,37,36,958,31,3,8,42,7.513041627,99,31,2.700401181,9.2876225,6.916231163,8.12434951,490,15,0,1,16,468,16,3,7,26,506,494,21,10,77,22
16,1000,10,5.13,10.3,18,37,24,954,19,14,13,46,7.870888327,91,30,2.693394657,9.405219324,7.714087123,8.010497716,444,12,11,4,27,510,7,3,9,19,471,529,22,8,62,29
15,1000,10,5.13,10.3,18,37,32,963,18,12,7,37,7.836472099,89,39,2.723554017,9.434473498,7.383109726,8.263425013,463,12,7,3,22,500,6,5,4,15,485,515,24,15,64,25
9,1000,10,5.13,10.3,18,37,45,963,21,8,8,37,7.646996151,103,25,2.507823222,9.259489224,7.544662303,7.753933975,489,10,7,5,22,474,11,1,3,15,511,489,15,10,71,32
12,1000,10,5.13,10.3,18,37,40,956,25,11,8,44,7.952765118,101,31,2.618250274,9.275954701,7.517509205,8.407603096,490,11,5,5,21,466,14,6,3,23,511,489,20,11,66,35
11,1000,10,5.13,10.3,18,37,40,949,27,16,8,51,7.898707157,92,32,2.624715692,9.562349723,7.848971344,7.945172143,458,15,7,3,25,491,12,9,5,26,483,517,19,13,69,23
10,1000,10,5.13,10.3,18,37,41,958,27,8,7,42,7.628846731,89,31,2.653392995,9.47071396,7.305944983,7.949175557,473,18,3,4,25,485,9,5,3,17,498,502,16,15,58,31
13,1000,10,5.13,10.3,18,37,38,957,27,9,7,43,7.652238006,92,26,2.581665713,9.188586394,7.482841648,7.827844413,490,13,4,2,19,467,14,5,5,24,509,491,14,12,63,29
14,1000,10,5.13,10.3,18,37,37,958,31,3,8,42,7.512660579,118,28,2.71884893,9.294036948,6.916588034,8.123212619,490,15,0,1,16,468,16,3,7,26,506,494,15,13,90,28
9,1000,10,5.13,10.3,18,37,46,964,19,9,8,36,7.661968706,93,33,2.489795103,9.259011042,7.587412112,7.739879585,489,10,7,5,22,475,9,2,3,14,511,489,21,12,61,32
15,1000,10,5.13,10.3,18,37,33,963,18,12,7,37,7.829828885,89,34,2.741433872,9.441342808,7.398279345,8.236239617,464,11,7,3,21,499,7,5,4,16,485,515,18,16,61,28
16,1000,10,5.13,10.3,18,37,25,954,20,13,13,46,7.889120623,109,34,2.698577043,9.431759012,7.705598498,8.052521229,445,12,10,4,26,509,8,3,9,20,471,529,17,17,76,33
12,1000,10,5.13,10.3,18,37,41,954,27,11,8,46,7.955609339,94,37,2.629683317,9.279243358,7.536942147,8.393112273,490,11,5,5,21,464,16,6,3,25,511,489,23,14,65,29
11,1000,10,5.13,10.3,18,37,41,948,28,16,8,52,7.940588404,96,18,2.623685852,9.567204874,7.872175751,8.004501966,458,15,7,3,25,490,13,9,5,27,483,517,13,5,73,23
10,1000,10,5.13,10.3,18,37,42,958,27,8,7,42,7.659401604,103,33,2.665258918,9.477581157,7.340370621,7.975890508,473,18,3,4,25,485,9,5,3,17,498,502,18,15,75,28
13,1000,10,5.13,10.3,18,37,39,955,28,10,7,45,7.635103967,107,20,2.573746619,9.20416729,7.513474552,7.7611923,489,13,5,2,20,466,15,5,5,25,509,491,14,6,80,27
14,1000,10,5.13,10.3,18,37,38,957,33,3,7,43,7.503850061,110,34,2.711844574,9.32274897,6.955679898,8.065336098,490,15,0,1,16,467,18,3,6,27,506,494,19,15,76,34
9,1000,10,5.13,10.3,18,37,47,964,19,9,8,36,7.676729613,92,26,2.480975028,9.271892362,7.604606237,7.752097804,490,9,7,5,21,474,10,2,3,15,511,489,20,6,63,29
15,1000,10,5.13,10.3,18,37,34,963,18,12,7,37,7.856082848,97,38,2.748680594,9.462681589,7.471710333,8.218064731,464,11,7,3,21,499,7,5,4,16,485,515,28,10,71,26
12,1000,10,5.13,10.3,18,37,42,954,27,11,8,46,7.959005986,81,33,2.634663903,9.272179091,7.543884479,8.392803717,490,11,5,5,21,464,16,6,3,25,511,489,17,16,60,21
16,1000,10,5.13,10.3,18,37,26,954,20,13,13,46,7.912130992,106,27,2.704134091,9.432238162,7.71052818,8.091629903,445,12,10,4,26,509,8,3,9,20,471,529,19,8,66,40
11,1000,10,5.13,10.3,18,37,42,950,27,16,7,50,7.923141413,104,28,2.621005002,9.59548739,7.848033878,7.993309574,458,15,7,3,25,492,12,9,4,25,483,517,19,9,78,26
10,1000,10,5.13,10.3,18,37,43,956,29,7,8,44,7.658505301,92,35,2.675998457,9.485506527,7.345177203,7.96933676,473,18,2,5,25,483,11,5,3,19,498,502,25,10,67,25
13,1000,10,5.13,10.3,18,37,40,956,27,10,7,44,7.687620222,116,34,2.579237917,9.22149126,7.584029132,7.795008949,489,13,5,2,20,467,14,5,5,24,509,491,19,15,77,39
14,1000,10,5.13,10.3,18,37,39,958,33,2,7,42,7.529526324,119,36,2.700834603,9.356510128,6.994058884,8.07800107,490,15,0,1,16,468,18,2,6,26,506,494,24,12,91,28
9,1000,10,5.13,10.3,18,37,48,965,18,9,8,35,7.692549354,99,38,2.498122774,9.279019771,7.66255801,7.723890001,490,9,7,5,21,475,9,2,3,14,511,489,19,19,70,29
15,1000,10,5.13,10.3,18,37,35,963,18,13,6,37,7.900384471,104,31,2.763731319,9.480085108,7.517969577,8.26052277,464,11,7,3,21,499,7,6,3,16,485,515,20,11,76,28
12,1000,10,5.13,10.3,18,37,43,955,26,11,8,45,7.953627397,105,32,2.637474809,9.276561867,7.566658709,8.358005719,491,10,5,5,20,464,16,6,3,25,511,489,20,12,80,25
11,1000,10,5.13,10.3,18,37,43,948,29,15,8,52,7.959133614,92,38,2.609397917,9.608459836,7.863759587,8.048235462,458,15,7,3,25,490,14,8,5,27,483,517,18,20,74,18
10,1000,10,5.13,10.3,18,37,44,955,30,7,8,45,7.726100754,108,27,2.674664838,9.507302056,7.403939599,8.045694889,473,18,2,5,25,482,12,5,3,20,498,502,17,10,75,33
16,1000,10,5.13,10.3,18,37,27,955,20,13,12,45,7.902898409,95,37,2.691312896,9.435825484,7.734132038,8.053161094,446,11,10,4,25,509,9,3,8,20,471,529,23,14,68,27
13,1000,10,5.13,10.3,18,37,41,955,28,10,7,45,7.691286266,100,30,2.587388087,9.242975893,7.575305905,7.811518454,489,13,5,2,20,466,15,5,5,25,509,491,20,10,74,26
